segment,anomaly,train,channel,sampling,duration,len,mean,var,std,kurtosis,skew,n_peaks,smooth10_n_peaks,smooth20_n_peaks,diff_peaks,diff2_peaks,diff_var,diff2_var,gaps_squared,len_weighted,var_div_duration,var_div_len
483,0,1,CADC0873,1,195,196,1.78E-06,6.13E-10,2.48E-05,-1.489031127,0.0305735977,1,1,1,51,60,1.12E-12,1.41E-12,273,196,3.15E-12,3.13E-12
484,1,1,CADC0873,1,178,180,-9.47E-06,2.03E-10,1.42E-05,-1.473087558,-0.03439804527,2,1,1,14,20,1.23E-12,2.77E-12,242,180,1.14E-12,1.13E-12
485,0,1,CADC0873,1,201,203,9.00E-07,4.84E-10,2.20E-05,-1.503810181,0.006758003141,1,1,1,42,47,1.35E-12,2.57E-12,259,203,2.41E-12,2.38E-12
486,0,1,CADC0873,1,181,182,-1.76E-06,2.15E-10,1.47E-05,-0.7732430977,-0.6824369742,1,1,1,46,49,6.35E-13,1.44E-12,239,182,1.19E-12,1.18E-12
487,0,1,CADC0873,1,191,192,1.75E-06,2.06E-10,1.44E-05,-0.6752673384,-0.6910872644,1,1,1,38,36,1.15E-12,2.78E-12,239,192,1.08E-12,1.07E-12
488,0,1,CADC0873,1,199,200,-9.36E-08,3.16E-10,1.78E-05,-1.466597268,-0.04873811405,1,1,1,34,31,1.17E-12,2.71E-12,255,200,1.59E-12,1.58E-12
489,0,1,CADC0873,1,195,196,-4.64E-06,2.21E-10,1.49E-05,-1.524031426,0.03878032985,2,1,1,19,31,1.67E-12,4.31E-12,213,196,1.13E-12,1.13E-12
490,0,1,CADC0873,1,181,182,3.45E-06,2.39E-10,1.55E-05,-1.139870044,-0.2785221364,1,1,1,41,42,7.74E-13,1.57E-12,181,182,1.32E-12,1.31E-12
491,0,1,CADC0873,1,201,202,1.02E-06,3.68E-10,1.92E-05,-0.9139039013,-0.4742773934,1,1,1,43,53,1.53E-12,3.37E-12,201,202,1.83E-12,1.82E-12
492,0,1,CADC0873,1,233,234,5.92E-06,6.38E-10,2.53E-05,-1.401785421,-0.04289873891,1,1,1,65,74,8.71E-13,1.17E-12,233,234,2.74E-12,2.72E-12
493,0,0,CADC0873,1,165,166,-8.85E-06,9.39E-11,9.69E-06,-1.326252688,-0.01717017073,1,1,1,39,43,6.78E-13,1.33E-12,165,166,5.69E-13,5.66E-13
494,0,1,CADC0873,1,212,213,8.53E-06,7.14E-10,2.67E-05,-1.219775381,-0.183347339,1,1,1,53,57,1.67E-12,2.95E-12,212,213,3.37E-12,3.35E-12
495,1,1,CADC0873,1,200,191,4.46E-06,5.87E-10,2.42E-05,-1.118428337,-0.2293975516,3,2,1,2,7,3.93E-11,6.94E-11,310,191,2.94E-12,3.07E-12
496,0,1,CADC0873,1,178,179,5.89E-06,6.40E-10,2.53E-05,-1.209325802,-0.2093546541,1,1,1,40,50,1.64E-12,2.37E-12,178,179,3.59E-12,3.57E-12
497,0,1,CADC0873,1,187,188,-1.86E-06,7.58E-10,2.75E-05,-1.483795737,-0.03487282533,1,1,1,45,51,1.77E-12,2.68E-12,187,188,4.05E-12,4.03E-12
498,0,0,CADC0873,1,190,191,-5.03E-06,8.01E-10,2.83E-05,-1.487741317,0.04361291253,1,1,1,31,38,2.82E-12,4.50E-12,190,191,4.22E-12,4.20E-12
499,0,1,CADC0873,1,176,177,-8.24E-06,3.41E-10,1.85E-05,-1.165229283,-0.2092939847,1,1,1,38,46,1.84E-12,4.21E-12,176,177,1.94E-12,1.93E-12
500,0,0,CADC0873,1,186,187,4.25E-06,4.99E-10,2.23E-05,-1.42203868,-0.08965819225,1,1,1,37,47,1.62E-12,2.62E-12,186,187,2.68E-12,2.67E-12
501,1,1,CADC0873,1,191,192,2.46E-06,3.18E-10,1.78E-05,-0.9962426775,-0.2521633134,2,2,1,5,15,5.04E-12,1.08E-11,191,192,1.66E-12,1.66E-12
502,1,1,CADC0873,1,165,166,-2.97E-06,1.02E-10,1.01E-05,-0.4669911147,-0.6232225293,4,3,1,5,12,9.96E-12,2.03E-11,165,166,6.21E-13,6.17E-13
503,0,1,CADC0873,1,192,193,-1.23E-06,2.68E-10,1.64E-05,-1.497953756,-0.02023691007,1,1,1,59,68,5.92E-13,8.94E-13,192,193,1.40E-12,1.39E-12
504,1,0,CADC0873,1,192,193,-2.87E-06,1.86E-10,1.36E-05,-1.286524043,0.07542886648,2,2,2,1,3,4.64E-12,9.00E-12,192,193,9.70E-13,9.65E-13
505,0,1,CADC0873,1,182,183,5.37E-06,2.69E-10,1.64E-05,-1.449352528,-0.03067870619,1,1,1,52,62,5.90E-13,7.24E-13,182,183,1.48E-12,1.47E-12
506,1,1,CADC0873,1,177,178,-4.02E-06,2.64E-10,1.63E-05,-0.92851985,-0.3624669023,2,1,1,1,6,2.23E-12,4.08E-12,235,178,1.49E-12,1.48E-12
507,0,1,CADC0873,1,206,207,-1.54E-06,6.85E-10,2.62E-05,-1.496111378,0.01021411101,1,1,1,58,69,9.29E-13,9.11E-13,288,207,3.33E-12,3.31E-12
508,0,1,CADC0873,1,173,175,-8.40E-06,3.40E-10,1.84E-05,-1.285522387,-0.1313491696,1,1,1,51,58,6.59E-13,7.33E-13,241,175,1.97E-12,1.94E-12
509,0,1,CADC0873,1,198,200,3.79E-06,8.34E-10,2.89E-05,-1.389594454,-0.03605992571,1,1,1,45,59,1.07E-12,7.08E-13,276,200,4.21E-12,4.17E-12
510,0,1,CADC0873,1,191,193,3.88E-06,8.71E-10,2.95E-05,-1.42282211,-0.01932677521,1,1,1,50,68,1.21E-12,9.19E-13,267,193,4.56E-12,4.51E-12
511,0,1,CADC0873,1,178,179,3.64E-06,6.49E-10,2.55E-05,-1.45042882,-0.01317695369,1,1,1,46,55,1.09E-12,8.38E-13,250,179,3.64E-12,3.62E-12
512,0,1,CADC0873,1,182,183,-6.48E-06,4.37E-10,2.09E-05,-1.493119937,-0.03011785416,1,1,1,52,57,7.14E-13,5.83E-13,254,183,2.40E-12,2.39E-12
513,0,1,CADC0873,1,183,185,-2.18E-06,4.87E-10,2.21E-05,-1.474726313,-0.02419774725,1,1,1,53,62,8.34E-13,7.77E-13,249,185,2.66E-12,2.63E-12
514,1,1,CADC0873,1,170,172,-4.52E-06,1.89E-10,1.37E-05,-1.015600596,-0.4147676136,2,2,1,2,13,1.75E-12,3.23E-12,234,172,1.11E-12,1.10E-12
515,0,1,CADC0873,1,186,186,2.95E-06,2.26E-10,1.50E-05,-1.369770503,-0.09114779796,1,1,1,53,62,4.72E-13,6.35E-13,244,186,1.21E-12,1.21E-12
516,0,1,CADC0873,1,185,186,1.84E-06,1.96E-10,1.40E-05,-1.235691997,-0.1084136239,1,1,1,57,60,4.72E-13,7.00E-13,185,186,1.06E-12,1.05E-12
517,1,1,CADC0873,1,161,162,6.51E-08,6.66E-11,8.16E-06,-0.8848271187,-0.3453811379,1,1,1,3,1,2.47E-12,4.99E-12,161,162,4.14E-13,4.11E-13
518,1,1,CADC0873,1,190,191,1.50E-06,2.11E-10,1.45E-05,-0.8426148861,-0.3033768049,1,1,1,1,1,1.27E-11,3.59E-11,190,191,1.11E-12,1.11E-12
519,0,1,CADC0873,1,185,186,-1.27E-06,2.07E-10,1.44E-05,-1.445232345,-0.03172131802,1,1,1,55,64,6.15E-13,1.12E-12,185,186,1.12E-12,1.11E-12
520,0,0,CADC0873,1,187,188,4.80E-06,2.40E-10,1.55E-05,-1.496100185,0.03221646591,1,1,1,48,57,1.41E-12,3.35E-12,187,188,1.28E-12,1.28E-12
521,0,1,CADC0873,1,175,176,-1.78E-06,2.09E-10,1.45E-05,-1.058030584,-0.3515839688,1,1,1,48,53,1.38E-12,3.17E-12,175,176,1.20E-12,1.19E-12
522,0,0,CADC0873,1,202,203,1.90E-06,5.73E-10,2.39E-05,-1.503464796,-0.01666847892,1,1,1,54,61,1.77E-12,3.71E-12,206,203,2.84E-12,2.82E-12
523,0,1,CADC0873,1,166,167,-2.40E-06,2.78E-10,1.67E-05,-1.019664454,-0.3928462661,1,1,1,50,53,1.21E-12,2.65E-12,166,167,1.67E-12,1.66E-12
524,1,0,CADC0873,1,195,195,-9.06E-07,3.38E-10,1.84E-05,1.307280094,-0.5720569283,2,2,2,2,2,1.15E-10,3.35E-10,197,195,1.73E-12,1.73E-12
525,1,1,CADC0873,1,184,175,3.93E-06,6.90E-10,2.63E-05,-1.331444749,0.005884712281,1,1,1,37,53,2.14E-12,3.48E-12,294,175,3.75E-12,3.94E-12
526,1,1,CADC0873,1,169,170,-2.57E-06,5.21E-10,2.28E-05,-1.134032474,-0.2769801675,2,2,1,2,4,5.80E-12,1.08E-11,169,170,3.08E-12,3.06E-12
527,0,1,CADC0873,1,184,185,-5.11E-06,8.09E-10,2.84E-05,-1.503217623,-0.01160831283,1,1,1,53,64,1.47E-12,1.56E-12,184,185,4.40E-12,4.37E-12
528,0,1,CADC0873,1,173,174,-6.74E-06,6.87E-10,2.62E-05,-1.488023014,-0.004380622708,1,1,1,48,58,1.29E-12,1.13E-12,207,174,3.97E-12,3.95E-12
529,0,0,CADC0873,1,177,179,-1.84E-06,5.82E-10,2.41E-05,-1.405203398,-0.01587919175,1,1,1,45,60,9.38E-13,6.78E-13,247,179,3.29E-12,3.25E-12
530,0,1,CADC0873,1,173,174,4.11E-06,5.43E-10,2.33E-05,-1.470308268,-0.03389309752,1,1,1,48,58,9.97E-13,8.62E-13,239,174,3.14E-12,3.12E-12
531,0,1,CADC0873,1,176,177,1.87E-06,4.19E-10,2.05E-05,-1.419859462,-0.00252478307,1,1,1,50,57,8.18E-13,8.27E-13,244,177,2.38E-12,2.37E-12
532,0,1,CADC0873,1,161,163,-5.43E-06,1.82E-10,1.35E-05,-1.427363976,-0.06021082623,1,1,1,49,55,5.52E-13,8.33E-13,219,163,1.13E-12,1.12E-12
533,0,0,CADC0873,1,180,181,-1.48E-06,3.03E-10,1.74E-05,-1.496996069,-0.0290166398,1,1,1,49,58,6.53E-13,8.20E-13,242,181,1.68E-12,1.67E-12
534,1,1,CADC0873,1,178,179,-6.99E-07,2.00E-10,1.41E-05,-1.302728549,-0.04649046139,2,2,1,1,2,4.54E-12,8.92E-12,246,179,1.12E-12,1.12E-12
535,0,0,CADC0873,1,178,179,3.18E-06,2.47E-10,1.57E-05,-1.462329394,0.007918811553,1,1,1,50,60,5.64E-13,7.58E-13,244,179,1.39E-12,1.38E-12
536,0,1,CADC0873,1,172,173,-3.67E-06,2.91E-10,1.71E-05,-1.331260175,-0.1279699462,1,1,1,50,60,6.54E-13,8.49E-13,236,173,1.69E-12,1.68E-12
537,0,0,CADC0873,1,183,185,-3.52E-06,5.30E-10,2.30E-05,-1.48575889,-0.03711972757,1,1,1,50,62,8.48E-13,6.84E-13,255,185,2.90E-12,2.87E-12
538,0,1,CADC0873,1,171,173,-3.98E-06,4.50E-10,2.12E-05,-1.328992003,-0.08918686345,1,1,1,46,60,8.16E-13,7.73E-13,237,173,2.63E-12,2.60E-12
539,1,1,CADC0873,1,183,184,-4.55E-06,3.83E-10,1.96E-05,-0.7126271169,-0.07236602861,2,2,2,1,2,1.30E-11,2.55E-11,239,184,2.09E-12,2.08E-12
540,0,1,CADC0873,1,182,183,5.07E-06,8.73E-10,2.95E-05,-1.467908061,0.006618459452,1,1,1,50,64,1.28E-12,7.52E-13,254,183,4.80E-12,4.77E-12
541,1,1,CADC0873,1,168,170,-3.98E-06,6.60E-10,2.57E-05,-1.188032187,-0.01017437058,2,2,1,1,3,2.96E-11,7.40E-11,232,170,3.93E-12,3.88E-12
542,0,1,CADC0873,1,180,182,-6.18E-06,7.62E-10,2.76E-05,-1.493808692,-0.03047956054,1,1,1,43,58,1.15E-12,7.33E-13,252,182,4.23E-12,4.19E-12
543,1,0,CADC0873,1,179,180,1.77E-06,3.70E-10,1.92E-05,-0.6502014845,-0.3659438822,1,1,1,2,2,1.21E-11,2.31E-11,223,180,2.07E-12,2.06E-12
544,0,1,CADC0873,1,174,175,-2.21E-07,3.53E-10,1.88E-05,-1.348022232,-0.06001880917,1,1,1,45,55,7.20E-13,7.64E-13,230,175,2.03E-12,2.02E-12
545,0,1,CADC0873,1,172,173,3.41E-06,2.66E-10,1.63E-05,-1.481939896,-0.01796476405,1,1,1,53,60,5.64E-13,6.23E-13,224,173,1.55E-12,1.54E-12
546,0,0,CADC0873,1,171,172,1.99E-06,2.00E-10,1.41E-05,-1.426182345,-0.03162896871,1,1,1,55,58,5.05E-13,6.92E-13,213,172,1.17E-12,1.16E-12
547,0,0,CADC0873,1,160,161,-2.74E-06,1.12E-10,1.06E-05,-1.363019592,-0.1391029131,1,1,1,49,56,4.63E-13,8.97E-13,186,161,6.98E-13,6.93E-13
548,1,1,CADC0873,1,178,179,-2.24E-06,1.95E-10,1.40E-05,-1.510108142,0.03336881325,1,1,1,38,44,6.78E-13,1.19E-12,206,179,1.10E-12,1.09E-12
549,1,1,CADC0873,1,162,163,-3.90E-07,1.28E-10,1.13E-05,3.270686245,0.3860086623,2,2,1,1,2,5.65E-11,1.68E-10,180,163,7.92E-13,7.87E-13
550,0,0,CADC0873,1,183,184,2.31E-06,1.98E-10,1.41E-05,-1.483902811,0.0191160022,1,1,1,49,54,4.99E-13,7.10E-13,207,184,1.08E-12,1.08E-12
551,0,1,CADC0873,1,179,180,9.22E-07,2.10E-10,1.45E-05,-1.455962748,-0.00071283911,1,1,1,53,58,5.82E-13,9.25E-13,205,180,1.17E-12,1.17E-12
552,0,1,CADC0873,1,179,180,-2.81E-06,2.38E-10,1.54E-05,-1.390956073,-0.0420440298,1,1,1,43,48,1.25E-12,3.06E-12,213,180,1.33E-12,1.32E-12
553,0,0,CADC0873,1,168,169,-3.65E-06,2.29E-10,1.51E-05,-1.399523928,-0.05468521834,1,1,1,43,51,1.58E-12,3.90E-12,202,169,1.36E-12,1.35E-12
554,1,0,CADC0873,1,183,185,3.06E-06,3.78E-10,1.94E-05,-1.315029943,0.07874311093,3,2,2,2,15,1.61E-11,3.30E-11,249,185,2.07E-12,2.04E-12
555,0,1,CADC0873,1,178,180,7.46E-06,5.00E-10,2.24E-05,-1.425599884,-0.003592017235,1,1,1,44,54,1.86E-12,3.79E-12,248,180,2.81E-12,2.78E-12
556,0,0,CADC0873,1,167,169,-8.29E-08,4.71E-10,2.17E-05,-1.187916027,-0.2328721597,1,1,1,37,43,2.18E-12,4.85E-12,233,169,2.82E-12,2.79E-12
557,0,1,CADC0873,1,180,181,-1.66E-06,7.82E-10,2.80E-05,-1.466738624,-0.01895332221,1,1,1,42,57,1.26E-12,8.59E-13,252,181,4.34E-12,4.32E-12
558,1,0,CADC0873,1,171,163,-7.51E-06,5.40E-10,2.32E-05,-1.410657791,-0.02970385931,2,2,2,3,6,2.43E-11,4.79E-11,319,163,3.16E-12,3.31E-12
559,0,1,CADC0873,1,181,182,-1.21E-07,7.56E-10,2.75E-05,-1.49819333,0.01226274972,1,1,1,42,58,1.12E-12,5.75E-13,243,182,4.18E-12,4.15E-12
560,0,1,CADC0873,1,178,180,3.33E-06,7.57E-10,2.75E-05,-1.430504385,-0.02912510039,1,1,1,48,65,1.15E-12,7.80E-13,248,180,4.25E-12,4.21E-12
561,0,1,CADC0873,1,172,174,3.11E-06,6.31E-10,2.51E-05,-1.474705279,-0.01141134426,1,1,1,46,58,1.05E-12,7.21E-13,228,174,3.67E-12,3.63E-12
562,1,1,CADC0873,1,179,180,-2.19E-06,5.14E-10,2.27E-05,-1.393852471,-0.08250665973,2,1,1,2,3,2.26E-11,5.17E-11,245,180,2.87E-12,2.85E-12
563,0,1,CADC0873,1,175,176,-5.48E-06,3.97E-10,1.99E-05,-1.487451433,0.01612928634,1,1,1,48,61,7.01E-13,5.60E-13,245,176,2.27E-12,2.25E-12
564,1,0,CADC0873,1,176,178,-1.36E-06,2.94E-10,1.72E-05,-1.388163318,-0.09930044303,1,1,1,16,20,1.17E-12,1.77E-12,238,178,1.67E-12,1.65E-12
565,1,0,CADC0873,1,177,178,5.57E-06,1.93E-10,1.39E-05,-1.182139523,-0.07661517744,1,1,1,13,16,9.55E-13,1.56E-12,225,178,1.09E-12,1.08E-12
566,0,0,CADC0873,1,179,180,6.03E-07,2.45E-10,1.57E-05,-1.424789345,-0.01999873709,1,1,1,51,57,5.12E-13,6.30E-13,239,180,1.37E-12,1.36E-12
567,0,1,CADC0873,1,180,181,-4.14E-06,2.92E-10,1.71E-05,-1.415000647,-0.03608830505,1,1,1,54,58,6.02E-13,7.52E-13,248,181,1.62E-12,1.62E-12
568,0,1,CADC0873,1,180,182,-4.16E-06,3.77E-10,1.94E-05,-1.504256152,0.06666168195,1,1,1,56,66,6.93E-13,7.10E-13,248,182,2.09E-12,2.07E-12
569,1,0,CADC0873,1,157,158,8.03E-06,3.63E-10,1.90E-05,-1.065529527,-0.1004938421,2,2,2,1,4,1.88E-11,3.68E-11,199,158,2.31E-12,2.30E-12
570,1,1,CADC0873,1,193,194,5.80E-06,6.14E-10,2.48E-05,-1.31775547,0.07155181488,1,1,1,1,1,6.25E-12,1.14E-11,259,194,3.18E-12,3.17E-12
571,1,1,CADC0873,1,172,174,-2.93E-06,7.57E-10,2.75E-05,-1.376503657,-0.05256315293,2,1,1,1,1,3.64E-11,1.05E-10,238,174,4.40E-12,4.35E-12
572,0,1,CADC0873,1,185,186,-5.33E-06,9.43E-10,3.07E-05,-1.495312187,-0.02630243721,1,1,1,48,56,1.36E-12,8.42E-13,259,186,5.10E-12,5.07E-12
573,1,1,CADC0873,1,181,183,-5.82E-06,6.97E-10,2.64E-05,-1.283291267,-0.2906108171,1,1,1,1,1,7.47E-12,1.36E-11,241,183,3.85E-12,3.81E-12
574,0,1,CADC0873,1,190,190,8.22E-07,7.20E-10,2.68E-05,-1.48651581,0.004384513913,1,1,1,57,65,9.88E-13,5.90E-13,266,190,3.79E-12,3.79E-12
575,0,1,CADC0873,1,188,188,3.75E-06,5.23E-10,2.29E-05,-1.350439687,-0.07240987088,1,1,1,50,59,9.30E-13,1.01E-12,194,188,2.78E-12,2.78E-12
576,1,0,CADC0873,1,178,179,-3.93E-07,2.43E-10,1.56E-05,-1.174642784,0.1657828678,2,2,2,1,2,7.68E-12,1.50E-11,178,179,1.37E-12,1.36E-12
577,0,1,CADC0873,1,177,178,-1.06E-06,2.19E-10,1.48E-05,-1.471282838,-0.06991853995,1,1,1,49,57,5.29E-13,6.99E-13,177,178,1.24E-12,1.23E-12
578,1,1,CADC0873,1,179,180,-2.01E-06,1.58E-10,1.26E-05,0.3510213755,-0.5798384009,2,2,1,2,3,2.16E-11,4.28E-11,179,180,8.81E-13,8.76E-13
579,1,1,CADC0873,1,171,172,-8.53E-07,1.18E-10,1.08E-05,-1.301314088,-0.153865865,2,2,1,1,3,3.40E-12,6.53E-12,171,172,6.88E-13,6.84E-13
580,0,1,CADC0873,1,187,188,9.27E-07,1.59E-10,1.26E-05,-1.50648087,0.01908193729,1,1,1,51,56,3.99E-13,5.94E-13,187,188,8.50E-13,8.46E-13
581,0,1,CADC0873,1,187,188,2.10E-06,1.45E-10,1.20E-05,-1.502190592,0.06194767736,1,1,1,51,60,3.95E-13,6.11E-13,187,188,7.73E-13,7.69E-13
582,0,0,CADC0873,1,189,190,-3.54E-06,4.13E-10,2.03E-05,-1.4960499,-0.00422139946,1,1,1,61,65,6.74E-13,6.54E-13,265,190,2.19E-12,2.18E-12
583,1,1,CADC0873,1,193,194,-2.17E-06,4.34E-10,2.08E-05,-1.004317482,0.2271831298,2,2,2,1,3,2.92E-11,7.82E-11,257,194,2.25E-12,2.24E-12
584,0,1,CADC0873,1,191,192,5.34E-06,7.18E-10,2.68E-05,-1.480431562,0.04102862388,1,1,1,57,63,1.02E-12,7.80E-13,261,192,3.76E-12,3.74E-12
585,1,0,CADC0873,1,188,190,-3.21E-06,7.52E-10,2.74E-05,-1.129820884,0.1799463007,3,3,1,2,5,1.71E-11,3.33E-11,252,190,4.00E-12,3.96E-12
586,0,1,CADC0873,1,202,204,-5.04E-06,9.15E-10,3.02E-05,-1.499429933,0.007246777358,1,1,1,47,66,1.08E-12,6.08E-13,282,204,4.53E-12,4.48E-12
587,1,1,CADC0873,1,194,195,-1.56E-05,3.16E-10,1.78E-05,-1.376281991,-0.5134175414,1,1,1,1,3,2.56E-12,4.19E-12,232,195,1.63E-12,1.62E-12
588,0,1,CADC0873,1,215,216,2.73E-07,7.33E-10,2.71E-05,-1.485622613,-0.007826674243,1,1,1,62,73,8.63E-13,7.14E-13,297,216,3.41E-12,3.39E-12
589,0,1,CADC0873,1,202,204,-1.33E-07,4.04E-10,2.01E-05,-0.8958345537,-0.4726325533,1,1,1,62,69,5.47E-13,7.85E-13,242,204,2.00E-12,1.98E-12
590,1,0,CADC0873,1,204,205,5.90E-07,1.93E-10,1.39E-05,-0.7478911905,0.0265380165,3,2,2,2,5,7.02E-12,1.39E-11,256,205,9.45E-13,9.41E-13
591,0,0,CADC0873,1,210,211,1.72E-06,2.34E-10,1.53E-05,-1.323775144,-0.131589821,1,1,1,64,73,3.94E-13,5.62E-13,264,211,1.12E-12,1.11E-12
592,1,1,CADC0873,1,193,195,-1.28E-06,8.77E-11,9.37E-06,-0.8586737228,-0.4961004972,2,2,1,3,7,1.66E-12,3.49E-12,223,195,4.55E-13,4.50E-13
593,1,1,CADC0873,1,204,205,-2.15E-06,1.21E-10,1.10E-05,-1.43694489,-0.1176510849,2,2,1,1,5,2.87E-12,5.63E-12,234,205,5.93E-13,5.90E-13
594,0,0,CADC0873,1,210,211,-5.61E-07,1.39E-10,1.18E-05,-1.500860582,-0.01407945899,1,1,1,65,71,3.55E-13,6.87E-13,240,211,6.61E-13,6.58E-13
595,1,1,CADC0873,1,210,211,2.23E-06,1.19E-10,1.09E-05,-1.340737675,-0.03249788177,2,1,1,25,34,6.81E-13,1.40E-12,252,211,5.65E-13,5.62E-13
596,0,1,CADC0873,1,203,204,-1.67E-06,1.56E-10,1.25E-05,-0.8838021757,-0.4550918761,1,1,1,58,69,3.56E-13,7.15E-13,247,204,7.68E-13,7.64E-13
597,0,1,CADC0873,1,213,215,-2.54E-06,3.72E-10,1.93E-05,-1.495365687,-0.003556022089,1,1,1,59,70,5.20E-13,5.81E-13,249,215,1.75E-12,1.73E-12
598,0,1,CADC0873,1,200,202,-5.53E-06,2.98E-10,1.73E-05,-1.478495065,-0.02827574303,1,1,1,56,67,4.71E-13,5.09E-13,278,202,1.49E-12,1.48E-12
599,0,1,CADC0873,1,203,204,4.84E-06,5.89E-10,2.43E-05,-1.488375314,0.04422530277,1,1,1,62,68,8.04E-13,7.27E-13,261,204,2.90E-12,2.89E-12
600,0,0,CADC0873,1,207,207,4.03E-06,7.31E-10,2.70E-05,-1.473743334,0.02266822357,1,1,1,52,75,9.64E-13,8.19E-13,233,207,3.53E-12,3.53E-12
601,0,1,CADC0873,1,218,219,9.02E-07,7.50E-10,2.74E-05,-1.502860519,0.0465859058,1,1,1,53,69,9.96E-13,1.02E-12,218,219,3.44E-12,3.43E-12
602,0,0,CADC0873,1,205,206,-1.02E-05,4.81E-10,2.19E-05,-1.451405145,-0.04811573577,1,1,1,55,67,7.31E-13,8.33E-13,205,206,2.34E-12,2.33E-12
603,0,1,CADC0873,1,240,241,-1.67E-06,8.96E-10,2.99E-05,-1.49328347,-0.01644023174,1,1,1,66,77,9.85E-13,1.03E-12,240,241,3.74E-12,3.72E-12
604,1,1,CADC0873,1,208,209,-1.16E-05,2.67E-10,1.63E-05,-0.7753039717,-0.5442391892,2,2,2,1,3,1.56E-11,3.13E-11,210,209,1.28E-12,1.28E-12
605,0,0,CADC0873,1,260,261,4.19E-06,7.24E-10,2.69E-05,-1.352752306,-0.07158115358,1,1,1,78,92,7.09E-13,9.19E-13,260,261,2.79E-12,2.78E-12
606,1,1,CADC0873,1,230,231,5.95E-06,3.71E-10,1.93E-05,-0.6808751054,-0.4370166381,2,2,1,1,3,1.26E-11,2.52E-11,230,231,1.61E-12,1.61E-12
607,1,1,CADC0873,1,222,223,2.16E-06,2.92E-10,1.71E-05,-0.9889775425,-0.2801376535,2,1,1,1,1,2.41E-11,7.18E-11,222,223,1.32E-12,1.31E-12
608,0,1,CADC0873,1,230,231,-5.62E-06,2.83E-10,1.68E-05,-1.469650349,-0.006348814579,1,1,1,63,79,4.52E-13,6.83E-13,230,231,1.23E-12,1.22E-12
609,1,1,CADC0873,1,232,233,-1.30E-07,5.06E-10,2.25E-05,-1.366333923,-0.1100447481,2,2,2,2,3,6.98E-12,1.32E-11,232,233,2.18E-12,2.17E-12
610,1,0,CADC0873,1,227,228,4.38E-07,4.42E-10,2.10E-05,-1.200458741,-0.08784737465,2,2,2,1,2,9.61E-12,1.86E-11,227,228,1.95E-12,1.94E-12
611,0,0,CADC0873,1,224,225,7.61E-06,6.58E-10,2.56E-05,-1.409367235,-0.01977221766,1,1,1,66,78,8.34E-13,9.47E-13,224,225,2.94E-12,2.92E-12
612,0,1,CADC0873,1,231,232,-2.43E-06,7.35E-10,2.71E-05,-1.439216497,-0.01539101022,1,1,1,58,76,9.19E-13,1.06E-12,231,232,3.18E-12,3.17E-12
613,0,1,CADC0873,1,263,264,7.84E-07,7.64E-10,2.76E-05,-1.436771224,-0.03236038946,1,1,1,68,86,7.31E-13,8.02E-13,263,264,2.91E-12,2.90E-12
614,1,0,CADC0873,1,222,223,-1.55E-05,1.36E-10,1.17E-05,-1.55000609,-0.09905140643,2,2,1,2,5,3.48E-12,6.63E-12,268,223,6.15E-13,6.12E-13
615,0,0,CADC0873,1,319,320,1.95E-06,4.78E-10,2.19E-05,-1.429070751,-0.0550502633,1,1,1,89,100,3.93E-13,6.39E-13,425,320,1.50E-12,1.49E-12
616,0,0,CADC0873,1,242,243,-1.34E-05,3.53E-11,5.94E-06,-0.8220674003,-0.6806353758,1,1,1,76,84,2.26E-13,6.00E-13,338,243,1.46E-13,1.45E-13
617,1,1,CADC0873,1,298,300,2.36E-06,1.57E-10,1.25E-05,-1.329940666,-0.132922087,2,2,1,1,12,1.83E-12,3.73E-12,396,300,5.25E-13,5.22E-13
618,0,1,CADC0873,1,267,269,-3.02E-06,9.92E-11,9.96E-06,-1.369222548,-0.09043367176,1,1,1,76,86,2.74E-13,6.62E-13,337,269,3.71E-13,3.69E-13
619,0,1,CADC0873,1,250,251,3.28E-06,8.36E-11,9.14E-06,-1.100230134,-0.2733958312,1,1,1,75,79,2.52E-13,6.16E-13,328,251,3.34E-13,3.33E-13
620,0,1,CADC0873,1,276,278,1.33E-06,2.22E-10,1.49E-05,-0.7221424146,-0.6255699081,1,1,1,73,88,3.43E-13,7.31E-13,356,278,8.03E-13,7.97E-13
621,0,1,CADC0873,1,278,279,2.00E-06,4.31E-10,2.08E-05,-1.487242879,0.03254668397,1,1,1,85,93,4.31E-13,6.39E-13,382,279,1.55E-12,1.54E-12
622,0,1,CADC0873,1,252,253,-1.11E-05,2.95E-10,1.72E-05,-1.150194533,-0.2881158737,1,1,1,76,85,4.11E-13,7.43E-13,346,253,1.17E-12,1.16E-12
623,1,0,CADC0873,1,276,278,-1.07E-05,5.37E-10,2.32E-05,-1.274461863,0.1210198877,1,1,1,1,2,1.81E-11,5.17E-11,370,278,1.95E-12,1.93E-12
624,0,1,CADC0873,1,301,302,4.27E-06,5.63E-10,2.37E-05,-0.9134367882,-0.4648841364,1,1,1,93,103,4.46E-13,7.43E-13,413,302,1.87E-12,1.86E-12
625,0,1,CADC0873,1,361,363,-2.74E-06,4.74E-10,2.18E-05,-1.313935138,-0.1406367077,1,1,1,102,117,3.28E-13,7.03E-13,501,363,1.31E-12,1.31E-12
